Polling Firm,Commissioners,Fieldwork Start,Fieldwork End,Scope,Sample Size,Sample Size Qualification,Participation,Precision,Party,Percent,Party_Gr,Party_En,Acronym
Pulse RC,Action 24,2018-01-25,2018-01-29,National,1518,Provided,Not Available,0.5%,Spartiátes,,Σπαρτιάτες,Spartiátes,Σπαρτιάτες
Alco,Ραδιόφωνο 24/7,2018-01-16,2018-01-18,National,1000,Provided,Not Available,0.1%,Spartiátes,,Σπαρτιάτες,Spartiátes,Σπαρτιάτες
Public Issue,,2018-01-08,2018-01-18,National,1010,Provided,Not Available,0.5%,Spartiátes,,Σπαρτιάτες,Spartiátes,Σπαρτιάτες
Pulse RC,bankingnews.gr,2018-01-08,2018-01-10,National,1207,Provided,Not Available,0.5%,Spartiátes,,Σπαρτιάτες,Spartiátes,Σπαρτιάτες
Opinion Poll,Action 24,2023-11-13,2023-11-15,National,1011,Provided,80.7%,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Alpha TV,2023-10-30,2023-11-03,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Open TV,2023-10-30,2023-11-01,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2023-10-26,2023-10-30,National,1163,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Star TV,2023-10-23,2023-10-24,National,1100,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Mega TV,2023-10-18,2023-10-24,National,1300,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Prorata,Attica TV,2023-09-27,2023-10-02,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Open TV,2023-09-25,2023-09-28,National,1058,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Alpha TV,2023-09-25,2023-09-28,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2023-09-25,2023-09-27,National,1306,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Απογευματινή,2023-09-25,2023-09-27,National,1142,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Opinion Poll,Action 24,2023-09-21,2023-09-26,National,1219,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Mega TV,2023-09-21,2023-09-26,National,1005,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,,2023-06-21,2023-06-23,National,1219,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,ΑΝΤ1,2023-06-20,2023-06-22,National,1506,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2023-06-20,2023-06-22,National,1021,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Open TV,2023-06-20,2023-06-22,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Palmos Analysis,Tvxs.gr,2023-06-19,2023-06-22,National,1023,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Rass,iefimerida,2023-06-19,2023-06-22,National,1005,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Alpha TV,2023-06-16,2023-06-21,National,1403,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Mega TV,2023-06-15,2023-06-21,National,1302,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2023-06-18,2023-06-20,National,1016,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2023-06-16,2023-06-19,National,2005,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Newsbomb,2023-06-15,2023-06-19,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,Πρώτο ΘΕΜΑ,2023-06-12,2023-06-15,National,1853,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Το Βήμα,2023-06-09,2023-06-15,National,1201,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Opinion Poll,The TOC,2023-06-12,2023-06-14,National,1001,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Παραπολιτικά,2023-06-12,2023-06-14,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2023-06-08,2023-06-12,National,1308,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,ΑΝΤ1,2023-06-07,2023-06-11,National,1501,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Mega TV,2023-06-07,2023-06-10,National,1200,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Alpha TV,2023-06-06,2023-06-10,National,1200,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Τα Νέα,2023-06-06,2023-06-08,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Open TV,2023-06-06,2023-06-07,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Παραπολιτικά,2023-05-30,2023-05-31,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,Πρώτο ΘΕΜΑ,2023-05-23,2023-05-31,National,3008,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Mega TV,2023-05-25,2023-05-30,National,1202,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Κάπα Research,,2022-05-22,2023-05-23,National,1002,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Open TV,2023-05-16,2023-05-19,National,1100,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2023-05-14,2023-05-19,National,1425,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,ΑΝΤ1,2023-05-16,2023-05-18,National,1266,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Rass,iefimerida,2023-05-15,2023-05-18,National,1221,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Παραπολιτικά,2023-05-15,2023-05-17,National,1200,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Palmos Analysis,Tvxs.gr,2023-05-13,2023-05-17,National,1306,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2023-05-12,2023-05-17,National,2405,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Mega TV,2023-05-12,2023-05-17,National,1500,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Rass,Action 24,2023-06-13,2023-05-16,National,1110,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Alpha TV,2023-05-11,2023-05-16,National,1200,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Prorata,Η Εφημερίδα των Συντακτών,2023-05-28,2023-05-11,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Παραπολιτικά,2023-05-10,2023-05-11,National,1120,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,Πρώτο ΘΕΜΑ,2023-05-09,2023-05-11,National,1212,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Mega TV,2023-05-04,2023-05-11,National,2105,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,ΑΝΤ1,2023-05-05,2023-05-09,National,1286,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Κάπα Research,,2022-05-05,2023-05-09,National,1202,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2023-05-04,2023-05-07,National,1064,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Alpha TV,2023-05-03,2023-05-06,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Mega TV,2023-04-25,2023-05-05,National,1305,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Τα Νέα,2023-05-02,2023-05-03,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2023-04-27,2023-04-30,National,1705,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Prorata,Attica TV,2023-04-27,2023-04-30,National,1147,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Open TV,2023-04-24,2023-04-26,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2023-04-19,2023-04-23,National,1051,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Alpha TV,2023-04-18,2023-04-22,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Opinion Poll,The TOC,2023-04-18,2023-04-21,National,1003,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Το Βήμα,2023-04-19,2023-04-20,National,1007,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Παραπολιτικά,2023-04-03,2023-04-05,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2023-03-30,2023-04-03,National,1107,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2023-03-28,2023-04-01,National,1415,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Rass,Action 24,2023-03-27,2023-03-31,National,1001,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,Πρώτο ΘΕΜΑ,2023-03-27,2023-03-30,National,1213,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Palmos Analysis,Tvxs.gr,2023-03-27,2023-03-30,National,1083,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Prorata,Η Εφημερίδα των Συντακτών,2023-03-24,2023-03-28,National,1085,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Newsbomb,2023-03-24,2023-03-28,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Mega TV,2023-03-22,2023-03-28,National,1306,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Rass,iefimerida,2023-03-24,2023-03-27,National,1030,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Star TV,2023-03-18,2023-03-21,National,1200,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Alpha TV,2023-03-13,2023-03-17,National,1001,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2023-03-13,2023-03-15,National,1121,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Mega TV,2023-03-07,2023-03-13,National,1201,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Open TV,2023-03-06,2023-03-13,National,1450,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Prorata,Attica TV,2023-03-08,2023-03-11,National,1102,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2023-03-06,2023-03-09,National,1305,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Παραπολιτικά,2023-03-06,2023-03-08,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,ANT1,2023-03-04,2023-03-07,National,1241,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2023-02-16,2023-02-20,National,1505,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Opinion Poll,The TOC,2023-02-14,2023-02-17,National,1004,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Alpha TV,2023-02-13,2023-02-17,National,1001,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Παραπολιτικά,2023-02-07,2023-02-09,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,Πρώτο ΘΕΜΑ,2023-02-03,2023-02-08,National,1009,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,ANT1,2023-01-24,2023-01-31,National,1585,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Open TV,2023-01-23,2023-01-24,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Star TV,2023-01-20,2023-01-24,National,1200,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2023-01-19,2023-01-23,National,1205,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Prorata,Attica TV,2023-01-19,2023-01-23,National,1018,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Rass,Action 24,2023-01-16,2023-01-20,National,1003,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Mega TV,2023-01-11,2023-01-17,National,1309,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2023-01-12,2023-01-16,National,1675,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Opinion Poll,The TOC,2023-01-11,2023-01-13,National,1005,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Alpha TV,2023-01-09,2023-01-13,National,1002,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,Πρώτο ΘΕΜΑ,2022-12-16,2022-12-21,National,1003,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2022-12-18,2022-12-19,National,1103,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2022-12-15,2022-12-19,National,1655,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Powergame.gr,2022-12-13,2022-12-15,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,,2022-12-01,2022-12-09,National,2000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Opinion Poll,Lykavitos,2022-11-29,2022-12-02,National,1251,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
RASS,Action 24,2022-11-28,2022-12-02,National,1002,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Star TV,2022-11-24,2022-11-28,National,1200,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,ANT1,2022-11-22,2022-11-27,National,1030,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Prorata,Η Εφημερίδα των Συντακτών,2022-11-19,2022-11-22,National,1905,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2022-11-19,2022-11-22,National,1205,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2022-11-17,2022-11-21,National,1605,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Alpha TV,2022-11-14,2022-11-18,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Παραπολιτικά,2022-11-08,2022-11-10,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Open TV,2022-10-31,2022-11-02,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2022-10-23,2022-10-25,National,1207,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,ANT1,2022-10-18,2022-10-22,National,1050,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2022-10-13,2022-10-19,National,1575,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Powergame.gr,2022-10-12,2022-10-15,National,1200,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Alpha TV,2022-10-10,2022-10-14,National,1002,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Newsbomb,2022-10-10,2022-10-12,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2022-09-22,2022-09-27,National,1455,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Mega TV,2022-09-22,2022-09-26,National,1300,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,ANT1,2022-09-20,2022-09-24,National,1166,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Palmos Analysis,The Caller,2022-09-20,2022-09-23,National,1027,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Alpha TV,2022-09-19,2022-09-23,National,1001,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Open TV,2022-09-19,2022-09-21,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2022-09-18,2022-09-20,National,1012,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2022-09-12,2022-09-15,National,1105,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Opinion Poll,Mononews,2022-09-12,2022-09-14,National,1004,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Παραπολιτικά,2022-09-12,2022-09-14,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2022-09-08,2022-09-09,National,1006,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Prorata,Η Εφημερίδα των Συντακτών,2022-09-02,2022-09-05,National,1010,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Newsbomb,2022-08-31,2022-09-05,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Mega TV,2022-08-29,2022-08-31,National,1003,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2022-08-23,2022-08-29,National,1569,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,Πρώτο ΘΕΜΑ,2022-08-22,2022-08-25,National,1001,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Τα Νέα,2022-08-22,2022-08-24,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Prorata,Η Εφημερίδα των Συντακτών,2022-07-21,2022-07-24,National,1300,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,Πρώτο ΘΕΜΑ,2022-07-16,2022-07-20,National,1009,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Opinion Poll,tomanifesto.gr,2022-07-12,2022-07-15,National,1015,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2022-07-11,2022-07-13,National,1351,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2022-07-04,2022-07-06,National,1305,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Open TV,2022-06-27,2022-07-04,National,1400,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Powergame.gr,2022-06-28,2022-07-01,National,1200,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,,2022-06-22,2022-06-30,National,2000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,ANT1,2022-06-22,2022-06-25,National,1059,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2022-06-06,2022-06-08,National,1206,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Prorata,Η Εφημερίδα των Συντακτών,2022-05-30,2022-06-01,National,1070,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Κάπα Research,,2022-05-27,2022-06-01,National,1004,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2022-05-24,2022-05-31,National,1485,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Open TV,2022-05-23,2022-05-28,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Metron Analysis,Mega TV,2022-05-16,2022-05-23,National,1300,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,ANT1,2022-05-18,2022-05-22,National,1037,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Newsbomb,2022-05-16,2022-05-18,National,1004,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Τα Νέα,2022-05-16,2022-05-18,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Opinion Poll,tomanifesto.gr,2022-05-11,2022-05-13,National,1001,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2022-05-09,2022-05-11,National,1206,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Marc,Πρώτο ΘΕΜΑ,2022-05-07,2022-05-11,National,1014,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2022-05-04,2022-05-09,National,1485,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
GPO,Powergame.gr,2022-05-04,2022-05-07,National,1200,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Open TV,2022-04-26,2022-04-30,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
DATA RC,Πελοπόννησος & Dnews,2022-03-28,2022-04-15,National,1026,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Prorata,Η Εφημερίδα των Συντακτών,2022-04-08,2022-04-11,National,1236,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Interview,Politic.gr,2022-03-30,2022-04-05,National,1410,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Opinion Poll,Mononews,2022-03-30,2022-04-01,National,1001,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Pulse RC,ΣΚΑΪ,2022-03-27,2022-03-29,National,1207,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
Alco,Open TV,2022-03-21,2022-03-26,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
MRB,Newsbomb,2022-03-18,2022-03-26,National,1000,Provided,Not Available,0.1%,Other,,ΑΛΛΟ,Other,ΑΛΛΟ
